ID,POS,Gloss,Gloss_persian,Checked
93332,noun,the quality of being instrumental for some purpose,ویژگی سودمند بودن برای برخی اهداف,t
93333,noun,utility that provides electricity,سرویسی که برق را تأمین می کند,t
93334,noun,a routine that writes from an internal store to some external medium,روال معمول که از یک فروشگاه داخلی به برخی از رسانه های خارجی می نویسد,t
93335,noun,a gruff or angry utterance (suggestive of the growling of an animal),سخنی خشن یا عصبانی (یادآور غرغر حیوان),t
93336,noun,a unit of potential equal to one-hundred-millionth of a volt,یک واحد پتانسیل برابر با یکصد میلیونم ولت,t
93337,noun,a unit of potential equal to one millionth of a volt,یک واحد پتانسیل برابر با یک میلیونیم ولت,t
93338,noun,a unit of potential equal to one billionth of a volt,یک واحد پتانسیل برابر با یک میلیاردم ولت,t
93339,noun,a unit of potential equal to one trillionth of a volt,یک واحد پتانسیل برابر با یک تریلیونم ولت,t
93340,noun,a unit of potential equal to one quadrillionth of a volt (or one thousandth of a nanosecond),یک واحد پتانسیل برابر با یک چهارم میلیاردم ولت (یا یک هزارم نانو ثانیه),t
93341,noun,a yellow radioactive mineral; an ore of uranium and radium and vanadium,یک کانی رادیواکتیو زرد ؛سنگ معدن اورانیوم و رادیوم و وانادیوم,t
93342,noun,being unoccupied,خالی بودن,t
93343,noun,someone living temporarily in a tent or lodge for recreation,کسی که به طور موقت در یک چادر یا خانه برای تفریح زندگی می کند,t
93344,noun,(Maine colloquial) temporary summer residents of coastal Maine,(محاوره ای مین) ساکنان تابستانی موقت ساحل مین,t
93345,noun,someone who vacations on a weekend,کسی که به تعطیلات آخر هفته میرود,t
93346,noun,immunogen consisting of a suspension of weakened or dead pathogenic cells injected in order to stimulate the production of antibodies,ایمونوژن تشکیل شده از سوسپانسیون سلولهای بیماریزا ضعیف یا مرده تزریق شده به منظور تحریک تولید آنتی بادی,t
93347,noun,abbreviation for combination vaccine against diphtheria and pertussis (whooping cough) and tetanus toxoids; usually given in a series of injections in early childhood,مخفف واکسن ترکیبی علیه دیفتری و سیاه سرفه (سرفه سیاه) و توکسوئیدهای کزاز.در اوایل کودکی معمولاً به صورت سلسله ای تزریق می شود,t
93348,noun,vaccine (trade name Pneumovax) effective against the 23 most common strains of pneumococcus,واکسن (با نام تجاری پنوموواکس) در برابر 23 نژاد شایع میکرب سینه پهلو موثر است,t
93349,noun,a form of vaccine that can be administered by an inhaler,نوعی واکسن که می تواند توسط دستگاه استنشاقی تجویز شود,t
93350,noun,the absence of matter,عدم وجود ماده,t
93351,noun,an electrical home appliance that cleans by suction,یک وسیله برقی خانگی که با مکش تمیز می شود,t
93352,adjective,"wandering aimlessly without ties to a place or community; ""led a vagabond life""; ""a rootless wanderer""","سرگردانی بی هدف و بدون ارتباط با یک مکان یا جامعه؛ ""زندگی ولگردی""؛ ""یک سرگردان بی ریشه""",t
93353,noun,"travelling about without any clear destination; ""she followed him in his wanderings and looked after him""","سفر کردن بدون هیچ مقصد مشخص؛ ""او در سرگردانی هایش همراهش رفت و از او مراقبت کرد""",t
93354,noun,aimless wandering from place to place,پرسه زدن بی هدف از مکانی به مکان دیگر,t
93355,noun,the state of wandering from place to place; having no permanent home or means of livelihood,حالت سرگردانی از مکانی به مکان دیگر؛ نداشتن خانه دائمی یا وسیله معیشتی,t
93356,noun,a ravine or gully in southern Asia,یک دره یا خندق در جنوب آسیا,t
93357,noun,a valley with steep sides; formed by a rift in the earth's crust,دره ای با اضلاع شیب دار؛ ایجاد شده بر اثر شکافی در پوسته زمین,t
93358,noun,the valley of the Loire River where many French wines originated,دره رودخانه لوار که شرابهای فرانسوی بسیاری از آنجا سرچشمه می گیرند,t
93359,noun,a fertile valley in southern California north of Los Angeles; includes many residential communities,یک دره حاصلخیز در جنوب کالیفرنیا در شمال لس آنجلس؛ شامل بسیاری از جوامع مسکونی است,t
93360,noun,a vast valley in central California known for its rich farmland,دره ای وسیع در مرکز کالیفرنیا که به دلیل زمین های کشاورزی غنی اش شناخته شده است,t
93361,noun,a large valley between the Allegheny Mountains and the Blue Ridge Mountains in northern Virginia; site of numerous battles during the American Civil War,یک دره بزرگ بین کوههای آلگنی و کوههای بلو ریدج در شمال ویرجینیا؛ محل نبردهای متعدد در طول جنگ داخلی آمریکا,t
93362,adjective,"of a speech expressing leave-taking; ""a valedictory address""","سخنرانی بیان کننده خداحافظی؛ ""سخنرانی وداع""",t
93363,adjective,"occurring at or marking the close of a term of office; ""an exaugural message""","در انتهای دوره نمایندگی اتفاق افتاده یا در آن مشخص شده است؛ ""یک پیام اغراق آمیز""",t
93364,noun,a card sent or given (as to a sweetheart) on Saint Valentine's Day,کارت ارسال شده یا داده شده (به یک عزیز) در روز سنت ولنتاین,t
93365,noun,genus of widely distributed perennial herbs and some shrubs,تیره گیاهان چند ساله و برخی درختچه ها به طور گسترده توزیع شده است,t
93366,noun,tall rhizomatous plant having very fragrant flowers and rhizomes used medicinally,گیاه ریزوماتوز بلند دارای گلها و ریزوم های بسیار معطر مورد استفاده دارویی,t
93367,adjective,"declared or made legally valid; ""a validated claim""","به شکل قانونی معتبر شده؛ ""یک ادعای معتبر""",t
93368,adjective,"still legally acceptable; ""the license is still valid""","هنوز هم از نظر قانونی قابل قبول است؛ ""مجوز هنوز معتبر است""",t
93369,adjective,"not having come to an end or been terminated by passage of time; ""elected to fill the senator's unexpired term""; ""an unexpired driver's license""","با گذشت زمان به پایان نرسیده یا تمام نشده؛ ""انتخاب شده برای پر کردن مدت منقضی نشده سناتور""؛ ""گواهینامه راننده منقضی نشده""",t
93370,noun,a small overnight bag for short trips,یک کیسه کوچک شبانه برای سفرهای کوتاه,t
93371,noun,(Norse mythology) one of the maidens of Odin who chose heroes to be slain in battle and conducted them to Valhalla,(اساطیر نورس) یکی از دوشیزگان اودین که قهرمانان را برای کشته شدن در جنگ انتخاب کرد و آنها را به والهالا هدایت کرد,t
93372,adjective,"extremely valuable; ""Rembrandt is considered a blue-chip artist""","بسیار ارزشمند""رامبراند یک هنرمند بسیار معروف در نظر گرفته می شود""",t
93373,adjective,"used of gemstones having less commercial value than precious stones; ""such semiprecious stones as amethyst, garnet, jade, and tourmaline""","سنگهای جواهر ارزش تجاری کمتری از سنگ های قیمتی دارند.""سنگهای نیمه قیمتی مانند آمتیست ، گارنت ، یشم و تورمالین""",t
93374,adjective,"held in great esteem for admirable qualities especially of an intrinsic nature; ""a valued friend""","احترام بسیار قائل شدن برای خصوصیات قابل تحسین و مخصوصا ذاتی؛ ""یک دوست باارزش""",t
